record_id,source_csv_line,isotope,state_label,symbol,A,Z,N,is_parenthesized,mass_number_uncertain,Qalpha_MeV,Ealpha_MeV,Qalpha_err_MeV,Qalpha_estimated,Qalpha_is_experimental,qalpha_estimated_used,Qalpha_qualifier,T_alpha_half_s,T_alpha_half_err_plus_s,T_alpha_half_err_minus_s,T_alpha_half_qualifier,T_half_s,b_alpha_percent,b_SF_percent,T_SF_half_s,decay_modes_raw,alpha_daughter,alpha_daughter_population_raw,partial_half_life_reconstructed_s,partial_half_life_consistent,nonexperimental_fields,eligible_for_hf,calculation_status,cell_record_index,cell_record_count,duplicate_nz_cell,l_assumed
source-row-0073,73,256Lr,,Lr,256,103,153,False,False,8.85,,0.12,False,True,False,,32.8235294118,1.17647058824,1.17647058824,,27.9,85,0.03,93000,"alpha, EC, SF",,,32.8235294118,True,Jpi,True,ok,1,1,False,0
source-row-0074,74,257Lr,,Lr,257,103,154,False,False,9.07,,0.03,False,True,False,,6,0.4,0.4,,6,100,0.03,20000,"alpha, EC, SF",,,6,True,Jpi,True,ok,1,1,False,0
source-row-0075,75,258Lr,,Lr,258,103,155,False,False,8.904,,0.019,False,True,False,,3.96303901437,24.6406570842,23.613963039,,3.86,97.4,2.6,148.461538462,"alpha, SF",,,3.96303901437,True,,True,ok,1,1,False,0
source-row-0076,76,259Lr,,Lr,259,103,156,False,False,8.58,,0.07,True,False,True,,7.94871794872,0.384615384615,0.384615384615,,6.2,78,22,28.1818181818,"alpha, SF",,,7.94871794872,True,Qalpha;Jpi,True,ok,1,1,False,0
source-row-0077,77,260Lr,,Lr,260,103,157,False,False,8.4,,0.14,True,False,True,,225,37.5,37.5,,180,80,,,"alpha, EC",,,225,True,Qalpha,True,ok,1,1,False,0
source-row-0078,78,261Lr,,Lr,261,103,158,False,False,8.14,,0.2,True,False,True,,,,,,2340,,100,2340,SF,,,,,Qalpha;Jpi,False,missing_T_alpha_half_s,1,1,False,0
source-row-0079,79,262Lr,,Lr,262,103,159,False,False,7.99,,0.2,True,False,True,,,,,,14400,,10,144000,"alpha, EC, SF",,,,,Qalpha,False,missing_T_alpha_half_s,1,1,False,0
source-row-0080,80,264Lr,,Lr,264,103,161,False,False,7.4,,0.3,True,False,True,,,,,,17280,,100,17280,SF,,,,,Qalpha,False,missing_T_alpha_half_s,1,1,False,0
source-row-0081,81,266Lr,,Lr,266,103,163,False,False,7.57,,0.3,True,False,True,,,,,,39600,,100,39600,SF,,,,,Qalpha,False,missing_T_alpha_half_s,1,1,False,0
source-row-0082,82,252Rf,,Rf,252,104,148,False,False,,,,False,True,False,,,,,,6e-08,,100,6e-08,SF,,,,,,False,missing_Qalpha_MeV;missing_T_alpha_half_s,1,1,False,0
source-row-0083,83,253Rf,,Rf,253,104,149,False,False,9.46,,0.02,False,True,False,,,,,,0.0128,,100,0.0128,"alpha, SF",,,,,Jpi,False,missing_T_alpha_half_s,1,1,False,0
source-row-0084,84,254Rf,,Rf,254,104,150,False,False,9.21,,0.2,True,False,True,,0.00152666666667,6.66666666667e-05,6.66666666667e-05,>,2.29e-05,1.5,100,2.29e-05,"alpha, SF",,,0.00152666666667,True,Qalpha,True,ok,1,1,False,0
source-row-0085,85,255Rf,,Rf,255,104,151,False,False,9.055,,0.004,False,True,False,,3.40816326531,0.0408163265306,0.0408163265306,,1.67,49,51,3.27450980392,"alpha, EC, SF",,,3.40816326531,True,,True,ok,1,1,False,0
source-row-0086,86,256Rf,,Rf,256,104,152,False,False,8.926,,0.015,False,True,False,,2.12903225806,0.0161290322581,0.0161290322581,,0.0066,0.31,99.69,0.00662052362323,"alpha, SF",,,2.12903225806,True,,True,ok,1,1,False,0
source-row-0087,87,257Rf,,Rf,257,104,153,False,False,9.083,,0.008,False,True,False,,5.59910414334,0.223964165733,0.223964165733,,5,89.3,1.3,384.615384615,"alpha, EC, SF",,,5.59910414334,True,,True,ok,1,1,False,0
source-row-0088,88,258Rf,,Rf,258,104,154,False,False,9.196,,0.008,False,True,False,,0.255102040816,0.0839212982756,0.0839212982756,,0.0125,4.9,95.1,0.0131440588854,"SF, alpha",,,0.255102040816,True,,True,ok,1,1,False,0
source-row-0089,89,259Rf,,Rf,259,104,155,False,False,9.13,,0.07,True,False,True,,2.94117647059,0.470588235294,0.352941176471,,2.5,85,3,83.3333333333,"alpha, EC, SF",,,2.94117647059,True,Qalpha;Jpi,True,ok,1,1,False,0
source-row-0090,90,260Rf,,Rf,260,104,156,False,False,8.9,,0.2,True,False,True,,1.085,0.04,0.04,approx,0.0217,2,98,0.0221428571429,"SF, alpha (unobserved)",,,1.085,True,Qalpha,True,ok,1,1,False,0
source-row-0091,91,261Rf^a,a,Rf,261,104,157,False,False,8.40887159533,8.28,,False,True,False,,68,,,,68,100,,,alpha,257No,257No:100% (within alpha branch),68,True,,True,ok,1,2,True,0
source-row-0092,92,261Rf^b,b,Rf,261,104,157,False,False,8.64245136187,8.51,,False,True,False,,14.4444444444,,,,2.6,18,82,3.17073170732,"alpha, SF",257No,257No:100% (within alpha branch),14.4444444444,True,,True,ok,2,2,True,0
source-row-0093,93,262Rf,,Rf,262,104,158,False,False,8.49,,0.2,True,False,True,,,,,,0.047,,100,0.047,SF,,,,,Qalpha,False,missing_T_alpha_half_s,1,1,False,0
source-row-0094,94,263Rf,,Rf,263,104,159,False,False,8.25,,0.15,True,False,True,,,,,,5.1,,100,5.1,"alpha, SF",,,,,Qalpha,False,missing_T_alpha_half_s,1,1,False,0
source-row-0095,95,265Rf,,Rf,265,104,161,False,False,7.81,,0.3,True,False,True,,,,,,60,,100,60,SF,,,,,Qalpha,False,missing_T_alpha_half_s,1,1,False,0
source-row-0096,96,267Rf,,Rf,267,104,163,False,False,7.89,,0.3,True,False,True,,,,,,172800,,100,172800,SF,,,,,Qalpha,False,missing_T_alpha_half_s,1,1,False,0
source-row-0097,97,255Db,,Db,255,105,150,False,False,9.34,,0.2,True,False,True,,0.0325,0.005,0.00375,,0.0026,8,92,0.00282608695652,"alpha, SF",,,0.0325,True,Qalpha,True,ok,1,1,False,0
source-row-0098,98,256Db,,Db,256,105,151,False,False,9.34,,0.03,False,True,False,,2.71428571429,0.571428571429,0.428571428571,approx,1.9,70,0.02,9500,"alpha, EC, SF",,,2.71428571429,True,,True,ok,1,1,False,0
source-row-0099,99,257Db,,Db,257,105,152,False,False,9.206,,0.02,False,True,False,,2.44680851064,0.212765957447,0.212765957447,<=,2.3,94,6,38.3333333333,"alpha, SF",,,2.44680851064,True,Jpi,True,ok,1,1,False,0
source-row-0100,100,258Db,,Db,258,105,153,False,False,9.437,,0.01,False,True,False,,3.390625,0.5625,0.5625,,2.17,64,36,6.02777777778,"alpha, SF",,,3.390625,True,Jpi,True,ok,1,1,False,0
source-row-0101,101,259Db,,Db,259,105,154,False,False,9.62,,0.05,False,True,False,,0.51,0.16,0.16,,0.51,100,,,alpha,,,0.51,True,Jpi,True,ok,1,1,False,0
source-row-0102,102,260Db,,Db,260,105,155,False,False,9.5,,0.04,True,False,True,,1.68888888889,0.144444444444,0.144444444444,,1.52,90,10,15.2,"alpha, EC, SF",,,1.68888888889,True,Qalpha,True,ok,1,1,False,0
source-row-0103,103,261Db,,Db,261,105,156,False,False,9.22,,0.1,True,False,True,,5.61643835616,1.91780821918,1.09589041096,,4.1,73,27,15.1851851852,"alpha, SF",,,5.61643835616,True,Qalpha;Jpi,True,ok,1,1,False,0
source-row-0104,104,262Db,,Db,262,105,157,False,False,9.05,,0.1,True,False,True,,70.8333333333,8.33333333333,8.33333333333,,34,48,52,65.3846153846,"alpha, EC, SF",,,70.8333333333,True,Qalpha,True,ok,1,1,False,0
source-row-0105,105,263Db,,Db,263,105,158,False,False,8.83,,0.15,True,False,True,,72.972972973,27.027027027,18.9189189189,,27,37,56,48.2142857143,"alpha, EC, SF",,,72.972972973,True,Qalpha;Jpi,True,ok,1,1,False,0
source-row-0106,106,266Db,,Db,266,105,161,False,False,8.21,,0.2,True,False,True,,,,,,660,,100,660,"EC, SF",,,,,Qalpha,False,missing_T_alpha_half_s,1,1,False,0
source-row-0107,107,267Db,,Db,267,105,162,False,False,7.92,,0.3,True,False,True,,,,,,5040,,100,5040,"EC, SF",,,,,Qalpha,False,missing_T_alpha_half_s,1,1,False,0
source-row-0108,108,268Db,,Db,268,105,163,False,False,7.7,,,False,True,False,,112941.176471,42352.9411765,28235.2941176,,57600,51,49,117551.020408,"alpha, EC, SF",,,112941.176471,True,,True,ok,1,1,False,0
source-row-0109,109,270Db,,Db,270,105,165,False,False,8.019,,0.03,False,True,False,,21176.4705882,40235.2941176,8470.58823529,,3600,17,83,4337.34939759,"alpha, SF",,,21176.4705882,True,,True,ok,1,1,False,0
source-row-0110,110,257Sg,,Sg,257,106,151,False,False,9.45,,0.07,False,True,False,,0.126,0.037,0.023,approx,0.0126,10,90,0.014,"alpha, SF",,,0.126,True,,True,ok,1,1,False,0
source-row-0111,111,258Sg,,Sg,258,106,152,False,False,9.67,,0.3,True,False,True,,,,,,0.0027,,100,0.0027,"alpha, SF",,,,,Qalpha,False,missing_T_alpha_half_s,1,1,False,0
source-row-0112,112,259Sg,,Sg,259,106,153,False,False,9.765,,0.008,False,True,False,,0.402,0.056,0.056,,0.402,100,,,"alpha, EC, SF^r",,,0.402,True,,True,ok,1,1,False,0
source-row-0113,113,260Sg,,Sg,260,106,154,False,False,9.901,,0.01,False,True,False,,0.00697183098592,0.000464788732394,0.000464788732394,,0.00495,71,29,0.0170689655172,"alpha, SF",,,0.00697183098592,True,,True,ok,1,1,False,0
source-row-0114,114,261Sg,,Sg,261,106,155,False,False,9.55645914397,9.41,0.0101556420233,False,True,False,,0.187563710499,0.00515389899459,0.00515389899459,,0.184,98.1,0.6,30.6666666667,"alpha, EC, SF",257Rf,"g.s. (1/2+), 98.1(4)%",0.187563710499,True,,True,ok,1,1,False,0
source-row-0115,115,262Sg,,Sg,262,106,156,False,False,9.6,,0.015,False,True,False,,0.141666666667,0.0383333333333,0.025,,0.0085,6,94,0.00904255319149,"alpha, SF",,,0.141666666667,True,,True,ok,1,1,False,0
source-row-0116,116,263Sg,,Sg,263,106,157,False,False,9.4,,0.06,False,True,False,,1.08045977011,0.16091954023,0.16091954023,,0.94,87,13,7.23076923077,"alpha, SF",,,1.08045977011,True,Jpi,True,ok,1,1,False,0
source-row-0117,117,264Sg,,Sg,264,106,158,False,False,9.21,,0.2,True,False,True,,,,,,0.068,,80,0.085,"alpha, SF",,,,,Qalpha,False,missing_T_alpha_half_s,1,1,False,0
source-row-0118,118,265Sg^a,a,Sg,265,106,159,False,False,8.9754789272,8.84,,False,True,False,,8.5,,,,8.5,100,,,alpha,261Rf,261Rf^a:91%; 261Rf^b:9%,8.5,True,,True,ok,1,2,True,0
source-row-0119,119,265Sg^b,b,Sg,265,106,159,False,False,8.82318007663,8.69,,False,True,False,,14.4,,,,14.4,100,,,alpha,261Rf,261Rf^a:20%; 261Rf^b:80%,14.4,True,,True,ok,2,2,True,0
source-row-0120,120,266Sg,,Sg,266,106,160,False,False,8.8,,0.1,True,False,True,,,,,,0.34,,90,0.377777777778,SF,,,,,Qalpha,False,missing_T_alpha_half_s,1,1,False,0
source-row-0121,121,267Sg,,Sg,267,106,161,False,False,8.4,,0.02,False,True,False,,3458.82352941,3988.23529412,1588.23529412,,588,17,83,708.43373494,"alpha, SF",,,3458.82352941,True,,True,ok,1,1,False,0
source-row-0122,122,268Sg,,Sg,268,106,162,False,False,8.3,,0.3,True,False,True,,,,,,13,,100,13,SF,,,,,Qalpha,False,missing_T_alpha_half_s,1,1,False,0
source-row-0123,123,269Sg,,Sg,269,106,163,False,False,8.58,,0.07,False,True,False,,186,222,66,,186,100,,,alpha,,,186,True,,True,ok,1,1,False,0
source-row-0124,124,271Sg,,Sg,271,106,165,False,False,8.629,,0.016,False,True,False,,42.4657534247,17.8082191781,9.58904109589,,31,73,27,114.814814815,"alpha, SF",,,42.4657534247,True,,True,ok,1,1,False,0
source-row-0125,125,260Bh,,Bh,260,107,153,False,False,10.4,,0.06,False,True,False,,0.035,0.019,0.009,approx,0.035,100,,,"alpha, EC, SF",,,0.035,True,,True,ok,1,1,False,0
